ISO3,Country,hdicode,region,hdi_rank_2021,co2_prod_1990,co2_prod_1991,co2_prod_1992,co2_prod_1993,co2_prod_1994,co2_prod_1995,co2_prod_1996,co2_prod_1997,co2_prod_1998,co2_prod_1999,co2_prod_2000,co2_prod_2001,co2_prod_2002,co2_prod_2003,co2_prod_2004,co2_prod_2005,co2_prod_2006,co2_prod_2007,co2_prod_2008,co2_prod_2009,co2_prod_2010,co2_prod_2011,co2_prod_2012,co2_prod_2013,co2_prod_2014,co2_prod_2015,co2_prod_2016,co2_prod_2017,co2_prod_2018,co2_prod_2019,co2_prod_2020,co2_prod_2021
ZMB,Zambia,Medium,SSA,154,0.299508078,0.288820099,0.286901011,0.2848731,0.269827526,0.235505392,0.196793634,0.24527984,0.230933517,0.175296022,0.171285483,0.176352971,0.178723476,0.184280657,0.182163035,0.189140796,0.183274936,0.183500576,0.198699773,0.222494822,0.229332917,0.240487141,0.287988718,0.29586219,0.316666697,0.321045664,0.345837659,0.386694854,0.421462832,0.394557313,0.3575346,0.3575346
ZWE,Zimbabwe,Medium,SSA,146,1.490699043,1.451316099,1.533278009,1.446582394,1.544485472,1.317042912,1.291796177,1.193830867,1.202946573,1.330303122,1.163003556,1.049043125,0.995107196,0.885444972,0.784415061,0.885879494,0.852742189,0.802485525,0.623609148,0.437160852,0.620449824,0.755681454,0.601052981,0.886589461,0.876275613,0.884989383,0.765313377,0.673026099,0.821009943,0.747610114,0.708561788,0.708561788
,Very high human development,,,,11.51714104,11.35286373,11.02520715,10.95229765,10.84082722,10.85016314,11.06255216,10.95443126,10.82326618,10.85308393,11.11880354,11.04539813,11.06726897,11.24697029,11.36948506,11.35846094,11.36242705,11.3802331,11.14735906,10.46842102,10.81278508,10.64929837,10.56186851,10.49933807,10.38395826,10.31623939,10.14916686,10.10942336,10.13183103,9.858903664,9.017567843,9.017077984
,High human development,,,,2.493118595,2.506579032,2.514853579,2.563949745,2.593506591,2.688357027,2.740075458,2.75376986,2.679908899,2.673996841,2.709746167,2.753597162,2.883223455,3.21005882,3.510223195,3.779438551,4.041428968,4.255693775,4.469530329,4.583959029,4.880317855,5.255809655,5.344507601,5.364357275,5.375919188,5.268474817,5.191646923,5.260641144,5.370610491,5.460344542,5.390627834,5.382824817
,Medium human development,,,,0.72664481,0.733150093,0.7526989,0.773859713,0.800870704,0.830147111,0.850760395,0.872002831,0.895892316,0.933108088,0.923885847,0.939817783,0.954336334,0.969450613,0.996645162,1.024201159,1.042785326,1.069827644,1.141568546,1.209788477,1.252031767,1.305319526,1.397842779,1.437624203,1.494563216,1.531806943,1.59316138,1.616614423,1.666610832,1.676440318,1.545279037,1.543788105
,Low human development,,,,0.305190293,0.298934342,0.304825896,0.299371828,0.285488149,0.280190315,0.298886823,0.301082589,0.293619645,0.297568718,0.360511215,0.371621546,0.385092461,0.397302603,0.410313072,0.418799678,0.414690703,0.42154868,0.416610107,0.391627759,0.429869779,0.44503936,0.416479194,0.420078083,0.42997916,0.410100313,0.440760559,0.460435876,0.468359998,0.458998727,0.432280581,0.43088819
,Arab States,,,,3.004854069,3.308762332,3.532790827,3.811950586,3.800100825,3.543563914,3.446352694,3.309270725,3.38767031,3.3668237,3.73913738,3.65502395,3.645097528,3.830564618,4.076375426,4.183335249,4.274026354,4.112352227,4.416259198,4.5614755,4.70830339,4.638873329,4.85600119,4.642187325,4.855926626,4.966741505,4.877396375,4.831099146,4.618026993,4.612677646,4.341299185,4.294278161
,East Asia and the Pacific,,,,1.838168171,1.912917114,1.979744527,2.08921272,2.184504644,2.325181301,2.410523559,2.422974256,2.25576351,2.247768412,2.312688323,2.363848442,2.544305445,2.916084375,3.272707422,3.593963018,3.882410411,4.129666631,4.373682141,4.574823853,4.937067391,5.367571577,5.477298095,5.542557626,5.529827946,5.465487908,5.382540087,5.460194314,5.650539317,5.784743938,5.781421126,5.772865985
,Europe and Central Asia,,,,7.881364212,7.214329055,6.832903295,6.100367496,5.237055548,4.990106694,4.838831184,4.791712483,4.792009216,4.432504407,4.63051314,4.609041047,4.7183219,4.954929407,5.083265522,5.183821677,5.508592027,5.651197376,5.600604976,5.176367614,5.348338636,5.544778804,5.586801057,5.485902593,5.411762989,5.335794318,5.465763169,5.560855951,5.608151004,5.414787446,5.231701902,5.233624889
,Latin America and the Caribbean,,,,2.269181371,2.273636458,2.264497509,2.311171815,2.348712183,2.350794926,2.410690689,2.517978622,2.63064832,2.639533457,2.589842857,2.612569748,2.617529548,2.664502947,2.643748807,2.731004408,2.756364296,2.785824055,2.895616097,2.802203523,2.920951684,2.956296612,3.034835633,3.091743146,3.067060459,3.006003509,2.907513062,2.825851926,2.691327718,2.60704394,2.326692154,2.324879119
,South Asia,,,,0.734192316,0.765133332,0.78701924,0.797606611,0.838113868,0.864041495,0.90455898,0.90872409,0.933396924,1.023062139,1.023046594,1.036508585,1.044085487,1.063177607,1.116484319,1.15520078,1.216297139,1.273074914,1.333579591,1.422202231,1.450377482,1.49863981,1.598469312,1.621208354,1.710420469,1.742219503,1.81451754,1.879985792,1.946197779,1.959379265,1.84563454,1.843217249
,Sub-Saharan Africa,,,,0.937493308,0.942847826,0.873639208,0.890825553,0.876438126,0.90811083,0.899234037,0.914742512,0.871838716,0.852168749,0.897280677,0.880809988,0.855564772,0.907704784,0.969159169,0.908799683,0.922063331,0.923534244,0.938519644,0.899545682,0.895204552,0.91636967,0.872779327,0.862625237,0.890260139,0.828163549,0.830582769,0.803147963,0.799792148,0.788714851,0.726157708,0.719480459
,World,,,,4.156845498,4.094685127,3.995225917,3.976613557,3.940199534,3.962273312,4.016958225,3.97857416,3.901636135,3.896461912,3.957324615,3.941239235,3.978447905,4.127490431,4.256309398,4.342832074,4.426763401,4.499025152,4.528511129,4.413990972,4.596671743,4.692317127,4.708761307,4.694652922,4.674573724,4.611734863,4.553602378,4.560920959,4.601945061,4.560754064,4.297988368,4.274185198
